[      9728,339]
[      8242,338]
[      5615,338]
[      1931,338]
[      4611,338]
[      5701,337]
[      1396,337]
[      2141,336]
[      3446,336]
[      2134,336]
[      9203,336]
[      2665,335]
[      3035,334]
[      5018,334]
[      5913,334]
[      4382,333]
[      5281,331]
[      5504,330]
[      3741,328]
[      6001,327]
[      2408,327]
[      5061,327]
[      6586,48]
[      4454,48]
[      5724,48]
[      1746,48]
[      1349,48]
[      8897,48]
[      2191,48]
[      2581,48]
[      5633,48]
[      3257,48]
[      8713,48]
[      2969,48]
[      3218,48]
[      3252,48]
[      7242,48]
[      1789,48]
[      4332,48]
[      1474,48]
[      4645,48]
[      3241,137]
[      4384,137]
[      3564,137]
[      6534,137]
[      7417,137]
[      5658,137]
[      6121,137]
[      5595,136]
[      3208,136]
[      7921,136]
[      2804,136]
[      5071,136]
[      8191,136]
[      2324,136]
[      7151,136]
[      4706,136]
[      3245,77]
[      4924,77]
[      1218,77]
[      5091,77]
[      5049,77]
[      8313,77]
[      6605,77]
[      3176,77]
[      4318,77]
[      9716,77]
[      3297,77]
[      5403,77]
[      3291,77]
[      5373,77]
[      6228,77]
[      5331,77]
[      5349,76]
[      5712,76]
[      8325,76]
[      8915,76]
[      6582,76]
[      5645,76]
[      8305,76]
[      5035,76]
[      2105,76]
[      3372,76]
[      8262,76]
[      3171,84]
[      8307,84]
[      7903,84]
[      6941,84]
[      6165,84]
[      4504,84]
[      4389,84]
[      8607,84]
[      9745,84]
[      9679,84]
[      3286,83]
[      6953,83]
[      4861,83]
[      3046,83]
[      6591,83]
[      7909,83]
[      2922,83]
[      5427,83]
[      4124,83]
[      1945,83]
[      2551,83]
[      5383,5]
[      1486,5]
[      3912,5]
[      6454,5]
[      9992,5]
[      6469,5]
[      9007,5]
[      4589,5]
[      8486,5]
[      1853,5]
[      6028,5]
[      9912,5]
[      4016,5]
[      9908,5]
[      3292,5]
[      5812,5]
[      8513,5]
[      7046,5]
[      9448,5]
[      8154,5]
[      9454,5]
[      8759,5]
[      8732,5]
[      9006,5]
[      9457,5]
[      9871,5]
[      9299,5]
[      6273,5]
[      9484,5]
[      9473,5]
[      8857,5]
[      2735,5]
[      8394,5]
[      4119,5]
[      4584,5]
[      4565,5]
[      9138,5]
[      8823,5]
[      4575,5]
[      9631,5]
[      8045,5]
[      5316,5]
[      3413,5]
