[(      5935,13)]
[(      7636,4)]
[(      3621,128)]
[(      9337,3)]
[(      3739,9)]
[(      7104,4)]
[(      6051,24)]
[(      4387,4)]
[(      2154,2)]
[(      2811,60)]
[(      5854,15)]
[(      4017,2)]
[(      8897,8)]
[(      7555,52)]
[(      4431,11)]
[(      9256,6)]
[(      9832,2)]
[(      1976,73)]
[(      7574,18)]
[(      1525,3)]
[(      5503,41)]
[(      2911,42)]
[(      7123,9)]
[(      9356,30)]
[(      6151,11)]
[(      4531,30)]
[(      4568,12)]
[(      8627,2)]
[(      9932,26)]
[(      4117,1)]
[(      5954,13)]
[(      8014,94)]
[(      8384,6)]
[(      9969,1)]
[(      6845,27)]
[(      7204,59)]
[(      1363,61)]
[(      6269,21)]
[(      1444,19)]
[(      4612,7)]
[(      3064,8)]
[(      3721,61)]
[(      2254,6)]
[(      7736,11)]
[(      9851,35)]
[(      1606,12)]
[(      8465,10)]
[(      3145,27)]
[(      5341,66)]
[(      5422,22)]
[(      6191,64)]
[(      5011,36)]
[(      8748,4)]
[(      5705,31)]
[(      4201,71)]
[(      6515,40)]
[(      7244,17)]
[(      4571,48)]
[(      1033,369)]
[(      2375,20)]
[(      4814,75)]
[(      7901,26)]
[(      2988,26)]
[(      7938,3)]
[(      7695,6)]
[(      3842,30)]
[(      7776,17)]
[(      4157,7)]
[(      5048,11)]
[(      2951,47)]
[(      1114,133)]
[(      3761,34)]
[(      7325,105)]
[(      4652,2)]
[(      5624,27)]
[(      9521,22)]
[(      9602,42)]
[(      1484,2)]
[(      8711,48)]
[(      9891,4)]
[(      5462,35)]
[(      3853,61)]
[(      4825,8)]
[(      5059,4)]
[(      9613,3)]
[(      4906,18)]
[(      7417,24)]
[(      3402,53)]
[(      5554,51)]
[(      5103,40)]
[(      3439,73)]
[(      1738,2)]
[(      1044,10)]
[(      9488,1)]
[(      2629,32)]
[(      5392,2)]
[(      8722,1)]
[(      3196,10)]
[(      8759,3)]
[(      5473,30)]
[(      1701,41)]
[(      2548,112)]
[(      5022,81)]
[(      4212,6)]
[(      1657,7)]
[(      8146,2)]
[(      3772,74)]
[(      8641,1)]
[(      4744,11)]
[(      7336,12)]
[(      7255,41)]
[(      2511,475)]
[(      7831,10)]
[(      8308,19)]
[(      6445,19)]
[(      7912,3)]
[(      7949,2)]
[(      9451,27)]
[(      4131,42)]
[(      7787,2)]
[(      9983,8)]
[(      9423,6)]
[(      5445,5)]
[(      6093,32)]
[(      8451,4)]
[(      5283,79)]
[(      9342,6)]
[(      7227,5)]
[(      9793,1)]
[(      7678,24)]
[(      5977,2)]
[(      7722,50)]
[(      3744,20)]
[(      9298,15)]
[(      3087,9)]
[(      6417,36)]
[(      9261,8)]
[(      2321,83)]
[(      1962,28)]
[(      6831,28)]
[(      9955,3)]
[(      2691,91)]
[(      3582,256)]
[(      3906,40)]
[(      6255,11)]
[(      4554,11)]
[(      5364,6)]
[(      2402,58)]
[(      4635,16)]
[(      8532,15)]
[(      1016,2149)]
[(      3212,3)]
[(      9009,1)]
[(      6174,3)]
[(      7597,7)]
[(      1511,212)]
[(      6336,14)]
[(      3131,118)]
[(      4103,20)]
[(      7641,49)]
[(      3825,108)]
[(      3249,6)]
[(      7065,3)]
[(      7771,34)]
[(      6709,18)]
[(      1641,6)]
[(      8581,4)]
[(      5575,12)]
[(      3261,49)]
[(      9102,5)]
[(      6466,70)]
[(      9715,39)]
[(      1759,22)]
[(      3342,49)]
[(      5656,51)]
[(      8167,5)]
[(      4233,14)]
[(      4765,21)]
[(      7933,11)]
[(      7852,4)]
[(      4152,2)]
[(      2613,65)]
[(      9021,3)]
[(      6628,3)]
[(      9472,20)]
[(      2037,25)]
[(      4927,2)]
[(      6961,51)]
[(      8211,3)]
[(      1065,57)]
[(      5124,10)]
[(      5737,27)]
[(      2532,13)]
[(      2451,19)]
[(      1722,23)]
[(      6998,1)]
[(      5043,46)]
[(      2983,46)]
[(      1678,2)]
[(      6015,2)]
[(      9286,45)]
[(      9367,5)]
[(      8106,1)]
[(      1536,3)]
[(      4461,127)]
[(      9448,2)]
[(      6199,14)]
[(      7828,26)]
[(      2265,40)]
[(      9862,4)]
[(      3651,1)]
[(      5271,71)]
[(      2922,22)]
[(      8395,6)]
[(      2841,43)]
[(      9781,54)]
[(      8601,63)]
[(      9411,64)]
[(      3237,11)]
[(      3813,83)]
[(      6162,29)]
[(      7134,15)]
[(      4209,4)]
[(      8476,5)]
[(      5433,3)]
[(      4128,22)]
[(      3075,52)]
[(      8025,44)]
[(      4542,31)]
[(      3732,31)]
[(      1617,7)]
[(      6081,6)]
[(      4623,19)]
[(      2959,6)]
[(      7909,11)]
[(      7666,3)]
[(      3769,125)]
[(      7215,6)]
[(      9943,2)]
[(      6243,15)]
[(      7585,2)]
[(      4704,10)]
[(      3318,1418)]
[(      2284,30)]
[(      3832,47)]
[(      4147,24)]
[(      9511,3)]
[(      1393,11)]
[(      7234,2)]
[(      9467,3)]
[(      4561,85)]
[(      2941,38)]
[(      7315,33)]
[(      3256,4)]
[(      6262,5)]
[(      1104,70)]
[(      5371,45)]
[(      5038,348)]
[(      3751,79)]
[(      1474,10)]
[(      5984,3)]
[(      9881,2)]
[(      1023,38)]
[(      6181,25)]
[(      8701,53)]
[(      7766,6)]
[(      8495,7)]
[(      1636,8)]
[(      9629,1)]
[(      5614,38)]
[(      6343,13)]
[(      8044,6)]
[(      7685,6)]
[(      6956,3)]
[(      5663,30)]
[(      5249,2)]
[(      3511,985)]
[(      9641,44)]
[(      4321,5)]
[(      1072,1351)]
[(      7607,97)]
[(      1847,1)]
[(      8912,15)]
[(      5825,33)]
[(      4691,30)]
[(      3016,196)]
[(      8255,41)]
[(      2495,16)]
[(      8831,9)]
[(      4196,10)]
[(      5582,29)]
[(      1766,8)]
[(      5087,12)]
[(      8336,1)]
[(      7364,8)]
[(      3881,64)]
[(      3962,51)]
[(      5131,23)]
[(      1315,173)]
[(      3999,4)]
[(      9722,59)]
[(      5212,86)]
[(      6716,80)]
[(      3467,2)]
[(      9678,9)]
[(      9105,2)]
[(      9024,8)]
[(      8584,3)]
[(      9475,3)]
[(      4812,48)]
[(      5703,18)]
[(      1482,2)]
[(      4317,1)]
[(      7693,5)]
[(      7161,36)]
[(      7936,3)]
[(      5622,37)]
[(      4731,40)]
[(      8052,15)]
[(      4849,12)]
[(      9718,182)]
[(      2292,20)]
[(      5046,53)]
[(      2616,39)]
[(      1031,295)]
[(      3958,41)]
[(      1068,142)]
[(      7323,49)]
[(      5541,35)]
[(      6883,28)]
[(      6964,3)]
[(      6351,24)]
[(      7242,21)]
[(      3264,11)]
[(      2986,43)]
[(      6432,33)]
[(      7855,3)]
[(      1112,108)]
[(      3921,14)]
[(      1942,24)]
[(      3111,66)]
[(      7702,3)]
[(      4615,21)]
[(      7739,2)]
[(      8468,1)]
[(      7207,67)]
[(      3643,9)]
[(      7496,13)]
[(      1447,53)]
[(      3481,69)]
[(      9403,108)]
[(      7045,3)]
[(      7577,63)]
[(      3067,150)]
[(      6235,11)]
[(      8512,2)]
[(      2752,6)]
[(      5506,10)]
[(      4453,6)]
[(      8017,144)]
[(      8882,2)]
[(      3562,51)]
[(      8431,60)]
[(      6811,290)]
[(      7126,6)]
[(      9241,9)]
[(      7991,47)]
[(      2914,39)]
[(      2671,96)]
[(      5425,13)]
[(      4002,12)]
[(      7621,35)]
[(      6686,14)]
[(      1861,49)]
[(      5263,35)]
[(      5344,46)]
[(      6598,46)]
[(      4365,1)]
[(      2051,111)]
[(      9685,3)]
[(      1241,26)]
[(      6642,23)]
[(      7001,94)]
[(      4941,66)]
[(      7371,17)]
[(      3474,8)]
[(      8262,29)]
[(      3555,48)]
[(      9315,4)]
[(      7038,8)]
[(      1935,22)]
[(      1359,17)]
[(      6228,28)]
[(      5175,42)]
[(      8343,3)]
[(      5913,111)]
[(      1322,26)]
[(      8181,84)]
[(      7614,1)]
[(      2583,113)]
[(      4527,10)]
[(      7984,1)]
[(      3023,55)]
[(      5751,77)]
[(      9766,18)]
[(      9072,3)]
[(      5094,5)]
[(      1773,1)]
[(      2132,662)]
[(      2907,57)]
[(      4284,8)]
[(      5256,40)]
[(      7533,20)]
[(      7119,5)]
[(      6561,47)]
[(      8424,2)]
[(      9153,2)]
[(      8505,1)]
[(      1403,34)]
[(      5311,15)]
[(      1865,24)]
[(      6077,15)]
[(      2224,72)]
[(      7544,61)]
[(      1946,18)]
[(      4871,66)]
[(      4006,21)]
[(      6121,32)]
[(      1171,432)]
[(      7625,10)]
[(      9821,8)]
[(      3115,27)]
[(      5924,14)]
[(      1784,32)]
[(      4538,19)]
[(      9902,31)]
[(      5681,23)]
[(      9407,39)]
[(      9939,2)]
[(      1333,60)]
[(      6653,7)]
[(      2594,75)]
[(      8435,11)]
[(      4501,36)]
[(      9083,1)]
[(      5843,2)]
[(      3034,60)]
[(      2675,71)]
[(      5348,43)]
[(      3566,4)]
[(      6572,6)]
[(      7382,11)]
[(      6815,29)]
[(      9245,3)]
[(      1252,3)]
[(      9164,19)]
[(      7463,60)]
[(      7955,8)]
[(      1131,469)]
[(      9656,2)]
[(      8071,72)]
[(      7874,5)]
[(      5641,51)]
[(      2635,37)]
[(      1744,14)]
[(      8233,4)]
[(      5759,5)]
[(      8765,3)]
[(      3445,29)]
[(      9494,9)]
[(      3896,105)]
[(      9205,28)]
[(      5803,42)]
[(      5308,7)]
[(      4417,5)]
[(      4255,19)]
[(      6613,4)]
[(      6118,6)]
[(      2022,51)]
[(      3526,118)]
[(      1212,16)]
[(      2103,14)]
[(      6983,20)]
[(      9737,29)]
[(      3607,66)]
[(      7009,47)]
[(      8152,12)]
[(      2716,44)]
[(      5146,26)]
[(      1825,37)]
[(      6037,1)]
[(      4174,5)]
[(      7793,3)]
[(      4336,46)]
[(      7261,30)]
[(      3364,12)]
[(      6532,75)]
[(      7423,34)]
[(      6451,15)]
[(      2554,59)]
[(      1087,201)]
[(      1906,36)]
[(      8314,14)]
[(      7916,16)]
[(      5026,39)]
[(      2272,43)]
[(      9987,2)]
[(      9617,13)]
[(      3776,12)]
[(      9004,1)]
[(      1624,51)]
[(      5396,5)]
[(      8807,1)]
[(      8032,58)]
[(      4711,21)]
[(      7754,1)]
[(      2191,9)]
[(      1381,45)]
[(      9293,2)]
[(      3901,63)]
[(      2353,86)]
[(      5521,69)]
[(      1462,25)]
[(      1705,83)]
[(      9536,7)]
[(      8483,3)]
[(      8564,1)]
[(      2515,89)]
[(      5107,7)]
[(      7141,56)]
[(      4586,3)]
[(      6412,64)]
[(      3244,15)]
[(      6287,9)]
[(      4054,9)]
[(      3082,52)]
[(      1011,2118)]
[(      6861,25)]
[(      3198,73)]
[(      6285,18)]
[(      4133,37)]
[(      8481,1)]
[(      2964,20)]
[(      1127,3)]
[(      3774,11)]
[(      5105,5)]
[(      1703,73)]
[(      4584,1)]
[(      5394,5)]
[(      8724,1)]
[(      7671,64)]
[(      5556,11)]
[(      7419,34)]
[(      3161,58)]
[(      2513,253)]
[(      1992,8)]
[(      9291,31)]
[(      7914,5)]
[(      4827,29)]
[(      6447,10)]
[(      3404,59)]
[(      1046,19)]
[(      2351,42)]
[(      9615,10)]
[(      4908,15)]
[(      1541,58)]
[(      8148,8)]
[(      7095,2)]
[(      1622,36)]
[(      6942,67)]
[(      8111,18)]
[(      4214,15)]
[(      7833,30)]
[(      9649,15)]
[(      3438,119)]
[(      5102,21)]
[(      9531,51)]
[(      8064,34)]
[(      7416,34)]
[(      9036,18)]
[(      5553,9)]
[(      6444,27)]
[(      5021,70)]
[(      3852,64)]
[(      8307,26)]
[(      8721,3)]
[(      1043,486)]
[(      4581,12)]
[(      6525,164)]
[(      4905,4)]
[(      4824,65)]
[(      2547,28)]
[(      2015,39)]
[(      9982,13)]
[(      7335,36)]
[(      8802,26)]
[(      5715,17)]
[(      3195,24)]
[(      2628,195)]
[(      6363,11)]
[(      3401,82)]
[(      5472,9)]
[(      3771,94)]
[(      8226,53)]
[(      7948,48)]
[(      2961,96)]
[(      6606,4)]
[(      5391,17)]
[(      4363,5)]
[(      9269,13)]
[(      1276,57)]
[(      1771,26)]
[(      2662,26)]
[(      3634,7)]
[(      4444,3)]
[(      6596,11)]
[(      8503,5)]
[(      5254,3)]
[(      7036,3)]
[(      8378,7)]
[(      1357,13)]
[(      8422,1)]
[(      2581,14)]
[(      6721,70)]
[(      5911,227)]
[(      9151,24)]
[(      1438,4)]
[(      5335,2)]
[(      8341,20)]
[(      6307,1)]
[(      4525,19)]
[(      2743,33)]
[(      8459,2)]
[(      2905,17)]
[(      6226,46)]
[(      1401,28)]
[(      6677,3)]
[(      2211,106)]
[(      3021,83)]
[(      3553,60)]
[(      7531,38)]
[(      9313,1)]
[(      1852,37)]
[(      9845,4)]
[(      5044,20)]
[(      7321,89)]
[(      1309,5)]
[(      4153,31)]
[(      3299,22)]
[(      9635,11)]
[(      9473,2)]
[(      6511,309)]
[(      8212,25)]
[(      9716,21)]
[(      7853,3)]
[(      7439,5)]
[(      6629,7)]
[(      6881,54)]
[(      7691,11)]
[(      3181,65)]
[(      5125,7)]
[(      1066,400)]
[(      5738,13)]
[(      1679,6)]
[(      7934,4)]
[(      3794,5)]
[(      6467,18)]
[(      2371,57)]
[(      9103,13)]
[(      8582,2)]
[(      1561,32)]
[(      2614,70)]
[(      5701,91)]
[(      3956,44)]
[(      5657,242)]
[(      8744,1)]
[(      3343,30)]
[(      2984,20)]
[(      8131,57)]
[(      9022,7)]
[(      4315,5)]
[(      3262,38)]
[(      4847,26)]
[(      2533,29)]
[(      6999,26)]
[(      1723,17)]
[(      7772,125)]
[(      4333,19)]
[(      1327,20)]
[(      1822,35)]
[(      4414,4)]
[(      5756,7)]
[(      3523,96)]
[(      9202,52)]
[(      2713,46)]
[(      5143,31)]
[(      6566,22)]
[(      8924,41)]
[(      9734,25)]
[(      3893,33)]
[(      8311,5)]
[(      3442,22)]
[(      7871,4)]
[(      4171,13)]
[(      1778,3)]
[(      8843,3)]
[(      2632,39)]
[(      1165,90)]
[(      9491,8)]
[(      3604,26)]
[(      1741,69)]
[(      8267,5)]
[(      6034,4)]
[(      5224,29)]
[(      2551,32)]
[(      3361,53)]
[(      5062,40)]
[(      5305,10)]
[(      3028,24)]
[(      8762,1)]
[(      7006,65)]
[(      1721,31)]
[(      6014,9)]
[(      7932,8)]
[(      8409,1)]
[(      3792,1)]
[(      1064,176)]
[(      8166,17)]
[(      8823,2)]
[(      9471,38)]
[(      3341,36)]
[(      6546,57)]
[(      1145,18)]
[(      9219,1)]
[(      9101,54)]
[(      7437,44)]
[(      4845,9)]
[(      4926,18)]
[(      5042,73)]
[(      9138,1)]
[(      3297,25)]
[(      2531,37)]
[(      4151,4)]
[(      2036,32)]
[(      6627,10)]
[(      5655,20)]
[(      2982,29)]
[(      9714,37)]
[(      2612,35)]
[(      6708,118)]
[(      6465,6)]
[(      7275,4)]
[(      4269,2)]
[(      7851,3)]
[(      6997,3)]
[(      8085,16)]
[(      3122,33)]
[(      7588,5)]
[(      1502,53)]
[(      3816,53)]
[(      9414,17)]
[(      4013,3)]
[(      4383,16)]
[(      6741,54)]
[(      8398,2)]
[(      4707,59)]
[(      7551,90)]
[(      3203,13)]
[(      6822,48)]
[(      9289,5)]
[(      6165,31)]
[(      9171,2)]
[(      2312,357)]
[(      5931,31)]
[(      8893,4)]
[(      3041,34)]
[(      9784,5)]
[(      9333,1)]
[(      8523,3)]
[(      7218,10)]
[(      4464,10)]
[(      8361,1)]
[(      8028,16)]
[(      3573,49)]
[(      2925,22)]
[(      7137,10)]
[(      8604,38)]
[(      3735,9)]
[(      2231,91)]
[(      9946,1)]
[(      9865,19)]
[(      8442,50)]
[(      1421,43)]
[(      1791,88)]
[(      6903,38)]
[(      3078,57)]
[(      1328,44)]
[(      5144,50)]
[(      6611,10)]
[(      5306,13)]
[(      6981,33)]
[(      3524,84)]
[(      8844,1)]
[(      1742,26)]
[(      8312,15)]
[(      8231,26)]
[(      1779,27)]
[(      9078,3)]
[(      7421,30)]
[(      4415,1)]
[(      8925,29)]
[(      7007,41)]
[(      2471,12)]
[(      2552,66)]
[(      3029,55)]
[(      3362,60)]
[(      7872,8)]
[(      4334,22)]
[(      9735,18)]
[(      9203,85)]
[(      3443,34)]
[(      9573,2)]
[(      9041,13)]
[(      5595,35)]
[(      3281,48)]
[(      7791,3)]
[(      3605,39)]
[(      5063,6)]
[(      5757,19)]
[(      6116,4)]
[(      6035,16)]
[(      3894,13)]
[(      9654,2)]
[(      5801,70)]
[(      1823,43)]
[(      2101,38)]
[(      7785,1)]
[(      2627,20)]
[(      8225,40)]
[(      5471,1)]
[(      9035,15)]
[(      3356,32)]
[(      6281,20)]
[(      2465,4)]
[(      1817,22)]
[(      1042,10)]
[(      4823,65)]
[(      1736,1)]
[(      9648,18)]
[(      3194,26)]
[(      5057,1)]
[(      8144,3)]
[(      6605,39)]
[(      3888,7)]
[(      2546,29)]
[(      6975,2)]
[(      4661,46)]
[(      5101,12)]
[(      8919,14)]
[(      3851,61)]
[(      4328,47)]
[(      7091,33)]
[(      8801,50)]
[(      4698,14)]
[(      1079,200)]
[(      9611,48)]
[(      8757,1)]
[(      6443,16)]
[(      4247,1)]
[(      6524,121)]
[(      3437,81)]
[(      9981,33)]
[(      4904,62)]
[(      7334,20)]
[(      5552,37)]
[(      9486,1)]
[(      6029,10)]
[(      7415,60)]
[(      5633,6)]
[(      2014,49)]
[(      7346,13)]
[(      5645,20)]
[(      6536,10)]
[(      9623,2)]
[(      5113,1)]
[(      7841,14)]
[(      1216,48)]
[(      6987,15)]
[(      4303,4)]
[(      3412,6)]
[(      3449,8)]
[(      8651,28)]
[(      4141,37)]
[(      3331,65)]
[(      6374,53)]
[(      5807,10)]
[(      2396,21)]
[(      9047,7)]
[(      7797,8)]
[(      1054,1718)]
[(      8075,20)]
[(      6617,3)]
[(      2026,11)]
[(      4754,3)]
[(      1829,16)]
[(      1711,8)]
[(      5032,44)]
[(      6004,50)]
[(      1135,56)]
[(      9461,25)]
[(      2521,122)]
[(      4835,51)]
[(      3863,39)]
[(      8252,26)]
[(      3626,7)]
[(      7974,2)]
[(      9675,42)]
[(      5741,47)]
[(      4436,2)]
[(      9305,1)]
[(      7523,95)]
[(      5165,15)]
[(      4931,28)]
[(      1231,75)]
[(      6551,12)]
[(      3013,325)]
[(      2492,64)]
[(      5327,2)]
[(      2735,1)]
[(      1187,134)]
[(      7361,62)]
[(      9918,2)]
[(      6713,60)]
[(      8171,56)]
[(      7109,4)]
[(      9756,10)]
[(      3545,9)]
[(      5084,1)]
[(      6669,22)]
[(      2041,150)]
[(      3707,84)]
[(      5246,27)]
[(      8414,4)]
[(      2203,17)]
[(      3464,3)]
[(      9143,1)]
[(      2159,6)]
[(      5408,8)]
[(      1349,1)]
[(      2573,37)]
[(      1312,23)]
[(      6218,25)]
[(      6137,30)]
[(      1844,1)]
[(      7604,36)]
[(      8333,4)]
[(      7442,69)]
[(      9062,10)]
[(      9443,7)]
[(      9975,4)]
[(      4493,60)]
[(      3151,123)]
[(      4204,25)]
[(      3845,52)]
[(      9281,35)]
[(      5708,66)]
[(      7742,47)]
[(      9362,4)]
[(      2341,67)]
[(      3764,21)]
[(      6932,22)]
[(      5384,65)]
[(      7328,34)]
[(      9524,3)]
[(      1531,55)]
[(      9605,1)]
[(      5627,55)]
[(      6851,49)]
[(      7904,25)]
[(      3232,35)]
[(      4574,12)]
[(      1036,7)]
[(      4817,130)]
[(      4655,2)]
[(      8471,73)]
[(      7823,31)]
[(      2954,18)]
[(      1487,4)]
[(      8101,34)]
[(      5014,71)]
[(      1117,283)]
[(      5465,7)]
[(      7661,10)]
[(      8219,32)]
[(      3313,38)]
[(      8633,5)]
[(      9661,5)]
[(      2596,138)]
