2136	1750	
2141	4495	
2142	1025	
2143	145	
2144	975	
2151	15845	
2152	12290	
2153	3165	
2154	315	
2155	55	
2156	365	
2157	1150	
2158	435	
2159	480	
2161	11855	
2162	7680	
2163	3005	
2165	3515	
2171	9930	
2172	5620	
2181	9035	
2182	12070	
2191	2165	
2201	13375	
2202	7775	
2203	3870	
2204	580	
2211	13900	
2215	15250	
2221	13535	
2222	25	
2223	6310	
2224	9375	
2225	13975	
2231	15165	
2235	5255	
2241	9940	
2242	9050	
2243	2735	
2244	1940	
2245	2050	
2251	11255	
2252	5140	
2253	7910	
2254	845	
2261	4660	
2262	3205	
2263	5750	
2264	8525	
2265	4245	
2266	6335	
2267	375	
2271	7115	
2272	8325	
2273	9665	
2274	11315	
2275	4475	
2281	4610	
2282	10210	
2283	5695	
2284	4440	
2285	8300	
2286	8135	
2287	4110	
2288	1055	
2289	1680	
2291	12240	
2292	3135	
2295	3660	
2311	10980	
2312	14705	
2313	12365	
2314	6135	
2315	8320	
2316	9385	
2317	10975	
2318	3385	
2321	8685	
2322	205	
2323	155	
2324	10005	
2331	11445	
2332	10280	
2333	2280	
2334	2250	
2341	9615	
2342	1830	
2343	11550	
2351	5265	
2352	8270	
2353	13315	
2355	1690	
2361	4640	
2362	210	
2371	7575	
2374	750	
2375	1610	
2376	630	
2377	3910	
2381	5475	
2382	2565	
2391	5640	
2394	5355	
2396	4155	
2401	9425	
2402	13550	
2403	10035	
2404	4640	
2405	7625	
2406	8225	
2407	820	
2408	16070	
2409	50	
2411	17505	
2412	355	
2415	1745	
2421	8790	
2431	1680	
2432	180	
2435	2900	
2441	3855	
2445	1185	
2451	4415	
2461	8810	
2465	1185	
2471	1935	
2481	3590	
2491	300	
2492	12740	
2493	7860	
2495	190	
2496	10775	
2497	10450	
2498	5905	
2511	3965	
2512	13545	
2513	7540	
2514	3160	
2515	11985	
2516	8655	
2517	9815	
2518	10375	
2521	8745	
2522	12165	
2523	5410	
2524	6865	
2525	15495	
2526	13240	
2531	8750	
2532	5260	
2533	7030	
2541	7725	
2542	10065	
2543	6390	
2544	10915	
2545	10940	
2546	5930	
2547	7385	
2548	20790	
2551	10925	
2552	15540	
2553	7470	
2554	1720	
2555	8845	
2561	5530	
2562	10790	
2563	10130	
2564	11235	
2565	11840	
2566	6330	
2571	10070	
2572	9725	
2573	10100	
2574	7160	
2581	3110	
2582	8580	
2583	10735	
2584	6560	
2585	6290	
2586	7740	
2587	7825	
2591	6610	
2592	6445	
2593	8500	
2594	1895	
2595	7620	
2596	7085	
2597	8070	
2611	12680	
2612	9160	
2613	13265	
2614	10830	
2616	105	
2622	8265	
2623	6065	
2624	13690	
2625	13955	
2626	50	
2627	1310	
2628	11375	
2629	275	
2631	15410	
2632	3655	
2635	7715	
2636	4490	
2641	12080	
2642	8090	
2643	2655	
2645	9305	
2651	18160	
2652	10550	
2661	13255	
2662	4500	
2665	11670	
2671	13035	
2672	4355	
2673	2415	
2675	7665	
2676	4350	
2678	12010	
2681	13730	
2684	670	
2685	6015	
2691	13840	
2692	3150	
2693	920	
2694	3120	
2711	3755	
2712	5265	
2713	6075	
2715	5405	
2716	9805	
2717	7480	
2718	9155	
2719	11880	
2721	10480	
2722	6160	
2723	3880	
2724	7270	
2725	5870	
2726	6225	
2727	5335	
2728	8760	
2729	11205	
2731	3375	
2735	75	
2741	10680	
2742	7935	
2743	7040	
2751	3605	
2752	385	
2761	6775	
2771	15310	
2801	7365	
2802	9565	
2803	9370	
2804	12415	
2805	10155	
2806	10180	
2807	11520	
2808	415	
2809	115	
2811	10070	
2821	5055	
2825	1660	
2831	2610	
2841	8375	
2851	4070	
2855	640	
2861	6860	
2865	1565	
2871	11890	
2872	50	
2901	9965	
2902	7930	
2903	8540	
2904	7765	
2905	6440	
2906	5640	
2907	14000	
2908	3195	
2909	3000	
2911	6440	
2912	6700	
2913	560	
2914	7930	
2921	2275	
2922	6855	
2923	6020	
2924	4120	
2925	7025	
2926	2675	
2931	6470	
2935	5640	
2941	7695	
2951	10170	
2952	870	
2953	6000	
2954	2800	
2957	8460	
2959	2480	
2961	825	
2964	4165	
2965	1360	
2967	1640	
2968	110	
2969	2200	
2971	2845	
2973	1100	
2974	1285	
2975	955	
2977	900	
2981	3225	
2982	5900	
2983	8960	
2984	2980	
2985	4700	
2986	8270	
2987	7450	
2988	2870	
2989	795	
2991	12420	
2992	14120	
2993	14365	
2994	6625	
2995	3755	
3011	14430	
3012	5075	
3013	1055	
3014	7765	
3015	2280	
3016	1480	
3021	11810	
3022	9950	
3023	9265	
3024	8580	
3025	7175	
3026	7065	
3027	10385	
3028	7660	
3029	3210	
3031	8220	
3032	6265	
3033	4620	
3034	10875	
3035	6695	
3036	8015	
3037	7670	
3038	7855	
3039	10050	
3041	135	
3042	7540	
3043	7060	
3044	125	
3045	2050	
3046	340	
3047	80	
3051	7725	
3052	6155	
3053	10050	
3054	7760	
3055	7905	
3056	3555	
3059	12305	
3061	15655	
3062	7900	
3063	9425	
3064	1690	
3065	8195	
3066	10315	
3067	20510	
3068	22215	
3069	18875	
3071	18880	
3072	14830	
3073	13665	
3074	11860	
3075	13010	
3076	13575	
3077	17670	
3078	11910	
3079	15750	
3081	12300	
3082	11425	
3083	13050	
3084	2250	
3085	12180	
3086	11630	
3087	1820	
3088	30	
3089	1350	
3111	4585	
3112	11300	
3113	15	
3114	5900	
3115	30	
3116	3040	
3117	9055	
3118	4765	
3119	9645	
3121	3145	
3122	9235	
3123	7245	
3124	8570	
3125	335	
3131	15325	
3132	12750	
3133	885	
3134	6905	
3135	12115	
3136	10250	
3137	13395	
3138	15	
3141	6495	
3142	5455	
3143	2435	
3144	6195	
3145	6385	
3146	5140	
3147	95	
3151	10110	
3155	6505	
3161	8005	
3162	7325	
3171	5960	
3172	1210	
3176	2650	
3181	12380	
3191	9750	
3192	11925	
3193	6245	
3194	6255	
3195	4795	
3197	0	
3198	5	
3201	12650	
3202	7140	
3203	3665	
3204	7485	
3205	8435	
3206	10075	
3207	16005	
3208	6025	
3209	1355	
3211	1670	
3212	490	
3214	5230	
3216	1225	
3218	2495	
3221	5010	
3222	4040	
3223	13470	
3224	8145	
3225	8215	
3227	1170	
3231	3550	
3232	9370	
3233	7385	
3234	535	
3235	6170	
3237	1695	
3238	1855	
3241	6945	
3243	1325	
3244	2365	
3245	7300	
3247	5360	
3248	2150	
3249	1215	
3251	3395	
3252	2155	
3253	5715	
3255	4835	
3256	1130	
3257	2605	
3258	1700	
3261	9625	
3262	9030	
3263	5045	
3264	3845	
3265	1625	
3267	1940	
3271	4330	
3273	2085	
3274	3490	
3281	8720	
3284	3370	
3286	4065	
3291	7820	
3292	445	
3293	450	
3295	8665	
3297	6850	
3299	3235	
3311	15905	
3312	11475	
3313	5375	
3314	16355	
3315	19530	
3316	765	
3317	15025	
3318	5770	
3319	10150	
3328	16090	
3329	2405	
3331	10930	
3332	9740	
3333	7195	
3334	6180	
3335	6620	
3336	75	
3341	7035	
3342	6180	
3343	6775	
3344	9165	
3351	9150	
3352	3420	
3353	5935	
3354	2525	
3355	6100	
3356	5055	
3361	6485	
3362	11390	
3363	6630	
3364	250	
3366	675	
3371	12175	
3372	4535	
3373	1090	
3381	4815	
3401	12310	
3402	9215	
3403	2180	
3404	10350	
3405	3460	
3411	8005	
3412	1120	
3413	315	
3415	1195	
3417	9980	
3421	7975	
3425	835	
3431	7700	
3432	6050	
3433	3530	
3434	8265	
3435	5940	
3436	6415	
3437	13455	
3438	9490	
3439	415	
3441	2165	
3442	4170	
3443	7205	
3444	250	
3445	3870	
3446	8720	
3447	5	
3448	9280	
3449	645	
3451	10450	
3452	13965	
3453	9430	
3454	11800	
3455	405	
3461	3695	
3464	380	
3465	1865	
3466	1675	
3467	735	
3471	3800	
3474	2295	
3481	8220	
3511	8850	
3512	8235	
3513	5840	
3514	7765	
3515	5630	
3521	6065	
3522	9040	
3523	9510	
3524	11620	
3525	6065	
3526	10950	
3527	11650	
3528	10	
3531	11805	
3532	7300	
3533	7975	
3534	1325	
3541	1280	
3542	150	
3543	9035	
3544	19580	
3545	155	
3546	215	
3551	7260	
3552	7195	
3553	7595	
3554	7520	
3555	8525	
3561	9180	
3562	7070	
3563	6900	
3564	10130	
3565	50	
3566	330	
3571	9780	
3572	11715	
3573	3050	
3581	9945	
3582	9015	
3583	6085	
3584	6545	
3585	180	
3601	6925	
3602	3620	
3603	2410	
3604	2480	
3605	5615	
3606	15	
3607	13850	
3608	3340	
3611	565	
3612	1760	
3615	1200	
3621	10685	
3625	205	
3626	690	
3628	3305	
3631	460	
3632	4410	
3633	1775	
3634	515	
3641	11340	
3642	3295	
3643	1590	
3645	8430	
3646	835	
3648	6330	
3651	130	
3652	600	
3653	40	
3701	5900	
3702	3890	
3703	5950	
3704	9095	
3705	9650	
3706	5350	
3707	5915	
3708	5830	
3709	315	
3711	1495	
3712	2355	
3721	7785	
3722	4415	
3723	9725	
3731	6005	
3732	4565	
3734	4195	
3735	1705	
3737	1895	
3738	5015	
3739	1560	
3741	9110	
3742	9595	
3743	4365	
3744	1050	
3749	280	
3751	7105	
3752	12685	
3754	855	
3755	8805	
3761	4765	
3762	8305	
3763	2545	
3764	5215	
3765	5095	
3766	7285	
3768	5900	
3769	6345	
3771	11090	
3772	16975	
3773	3675	
3774	5230	
3775	260	
3776	1575	
3781	10335	
3784	1475	
3785	1205	
3791	2405	
3792	125	
3794	625	
3811	6355	
3812	12290	
3813	15095	
3814	6260	
3815	10240	
3816	10980	
3817	11830	
3818	10130	
3819	510	
3821	160	
3822	8260	
3823	11530	
3824	15240	
3825	12435	
3826	6015	
3828	10590	
3829	4435	
3831	12700	
3832	4900	
3833	6715	
3834	1970	
3835	370	
3836	135	
3841	5885	
3842	6750	
3843	6580	
3844	9505	
3845	9360	
3846	90	
3847	645	
3848	4070	
3849	2885	
3851	10810	
3852	5300	
3853	10080	
3861	7620	
3862	12700	
3863	7905	
3864	3455	
3871	9190	
3881	11430	
3882	12945	
3886	2130	
3888	2880	
3891	4935	
3892	5595	
3893	6585	
3894	2670	
3896	565	
3897	1265	
3898	190	
3899	85	
3901	9210	
3902	10385	
3903	6885	
3904	13445	
3905	14235	
3906	7300	
3907	1980	
3911	14275	
3912	600	
3921	4045	
3922	390	
3925	9520	
3927	4975	
3931	12480	
3941	9850	
3945	3085	
3947	2195	
3951	4575	
3953	1255	
3956	7520	
3958	5365	
3959	1355	
3961	9215	
3962	8725	
3971	7755	
3972	10500	
3981	6650	
3984	5650	
3985	2365	
3989	15	
3991	17470	
3992	6220	
3993	5115	
3994	13645	
3995	2980	
3997	595	
3998	1930	
3999	680	
4001	10505	
4002	2280	
4003	8065	
4004	85	
4005	5555	
4006	3660	
4007	9340	
4011	1570	
4012	1360	
4013	695	
4014	1120	
4016	170	
4017	145	
4021	4240	
4023	655	
4024	1650	
4031	2140	
4032	770	
4033	5775	
4041	5350	
4043	6010	
4051	4765	
4053	1100	
4054	1085	
4061	1670	
4062	135	
4063	400	
4064	990	
4101	7330	
4102	8175	
4103	1460	
4104	75	
4105	10025	
4106	160	
4107	340	
4111	635	
4112	3125	
4115	365	
4116	2690	
4117	500	
4119	410	
4121	1180	
4122	820	
4124	1475	
4126	985	
4128	2670	
4131	4210	
4132	4700	
4133	7230	
4141	5390	
4142	5865	
4143	6715	
4145	1570	
4147	3170	
4151	550	
4152	685	
4153	3455	
4155	305	
4156	905	
4157	560	
4158	2130	
4161	2345	
4163	210	
4171	2645	
4174	995	
4175	2575	
4176	835	
4181	2300	
4182	490	
4184	1180	
4185	595	
4191	10545	
4194	3990	
4196	2130	
4197	1075	
4201	5475	
4202	75	
4203	170	
4204	5320	
4205	9675	
4206	2290	
4207	10745	
4208	680	
4209	1250	
4211	735	
4212	130	
4213	915	
4214	2055	
4221	1445	
4223	1800	
4225	1785	
4231	3825	
4233	2865	
4235	760	
4241	3365	
4243	1020	
4245	1595	
4247	820	
4251	11210	
4254	5430	
4255	3500	
4261	6285	
4264	2610	
4265	1725	
4266	785	
4267	390	
4268	725	
4269	405	
4271	2435	
4273	3880	
4281	2390	
4283	1530	
4284	1730	
4285	4610	
4286	3535	
4287	235	
4288	350	
4301	9305	
4302	1000	
4303	760	
4305	625	
4306	2670	
4307	2305	
4308	345	
4311	3900	
4315	1005	
4316	755	
4317	760	
4318	1365	
4321	990	
4322	1305	
4323	365	
4325	1545	
4326	315	
4327	285	
4328	4220	
4331	6355	
4332	4035	
4333	5380	
4334	3055	
4335	6540	
4336	7185	
4337	8300	
4338	70	
4339	1340	
4341	5345	
4351	1630	
4352	490	
4353	1770	
4354	1070	
4356	2435	
4357	1550	
4361	2670	
4363	1535	
4364	1405	
4365	1465	
4371	3480	
4373	930	
4374	1485	
4381	7235	
4382	8245	
4383	2940	
4384	5555	
4385	5495	
4386	3650	
4387	530	
4388	10315	
4389	515	
4401	6765	
4411	3040	
4413	4400	
4414	1390	
4415	550	
4416	4220	
4417	1685	
4421	9000	
4423	500	
4424	3025	
4431	4635	
4433	710	
4434	945	
4435	615	
4436	690	
4437	375	
4438	565	
4441	1160	
4443	620	
4444	510	
4451	5450	
4453	1990	
4454	1430	
4455	1170	
4456	1705	
4458	1635	
4461	11310	
4462	6805	
4463	6770	
4464	1670	
4465	895	
4471	2255	
4472	1170	
4474	555	
4475	750	
4481	3330	
4482	25	
4484	1820	
4485	445	
4486	1615	
4491	1155	
4493	2065	
4494	325	
4501	4730	
4503	1055	
4504	445	
4505	550	
4506	765	
4507	1490	
4508	545	
4511	4690	
4513	755	
4515	2200	
4521	1565	
4522	200	
4524	2395	
4525	360	
4527	2360	
4528	330	
4529	880	
4531	2510	
4532	6990	
4533	3275	
4535	4790	
4536	3250	
4537	4085	
4538	235	
4539	190	
4541	2370	
4542	2950	
4543	2825	
4551	3955	
4553	2050	
4554	1960	
4561	9595	
4562	1160	
4564	3075	
4565	380	
4566	1135	
4567	2405	
4568	1005	
4569	915	
4571	7860	
4574	935	
4575	245	
4576	2540	
4581	1905	
4583	480	
4584	225	
4585	705	
4586	570	
4587	3135	
4588	360	
4589	310	
4611	8375	
4612	205	
4613	3885	
4614	7050	
4615	5705	
4616	390	
4617	7685	
4621	4580	
4622	465	
4623	3965	
4624	6360	
4625	3205	
4631	9165	
4634	1490	
4635	2100	
4641	5185	
4645	3700	
4651	12450	
4652	295	
4655	725	
4661	12540	
4664	1910	
4671	5595	
4675	2645	
4681	2280	
4691	7775	
4693	1625	
4694	1785	
4695	3510	
4696	1720	
4697	3670	
4698	2710	
4701	5890	
4702	13275	
4703	7100	
4704	95	
4705	330	
4706	11430	
4707	16205	
4708	12630	
4709	1565	
4711	8985	
4714	4955	
4715	4765	
4721	1350	
4722	205	
4724	4795	
4725	1135	
4726	1795	
4727	630	
4731	12400	
4735	1970	
4741	6615	
4744	2255	
4751	7000	
4754	1215	
4756	2260	
4758	2250	
4759	1060	
4761	13395	
4762	730	
4765	1610	
4766	30	
4771	640	
4772	255	
4781	575	
4782	590	
4791	5800	
4793	5570	
4794	965	
4796	295	
4797	3075	
4811	16570	
4812	10820	
4813	7920	
4814	11095	
4815	3665	
4816	4520	
4817	15225	
4818	9175	
4819	3680	
4822	8250	
4823	9250	
4824	9335	
4825	120	
4826	9245	
4827	7475	
4834	11515	
4835	6820	
4836	615	
4837	2145	
4838	1090	
4839	370	
4841	11495	
4844	6230	
4845	2165	
4847	7475	
4849	2370	
4851	4725	
4854	8190	
4855	960	
4856	320	
4858	305	
4859	45	
4861	4060	
4871	16220	
4872	8930	
4873	6075	
4874	2895	
4875	1805	
4876	6345	
4877	40	
4878	10	
4879	190	
4881	7775	
4882	2405	
4884	2955	
4885	1660	
4891	6570	
4901	10455	
4902	8800	
4903	305	
4904	11875	
4905	850	
4906	2850	
4907	10530	
4908	3295	
4909	1280	
4911	1190	
4921	11975	
4924	545	
4926	4065	
4927	1695	
4931	6925	
4941	8780	
4942	3820	
4944	2055	
5011	11335	
5012	4100	
5013	790	
5014	11415	
5015	685	
5017	5350	
5018	3320	
5021	12390	
5022	7790	
5025	12815	
5026	220	
5032	6270	
5035	6980	
5036	7265	
5037	9920	
5038	14230	
5041	9200	
5042	12200	
5043	9750	
5044	7980	
5045	18925	
5046	12180	
5047	140	
5048	40	
5049	7230	
5051	14805	
5052	3665	
5053	1935	
5056	11000	
5057	325	
5059	290	
5061	12110	
5062	5945	
5063	1525	
5066	5860	
5071	7805	
5074	1370	
5076	5500	
5081	8475	
5084	920	
5085	1200	
5087	3600	
5089	820	
5091	5740	
5094	1845	
5095	1710	
5096	750	
5101	3830	
5102	5300	
5103	6765	
5104	5650	
5105	390	
5106	1090	
5107	35	
5109	2330	
5111	5425	
5113	1025	
5114	150	
5121	12540	
5122	4330	
5124	1260	
5125	315	
5126	7615	
5131	4060	
5133	2610	
5141	5835	
5142	9780	
5143	4635	
5144	8875	
5145	105	
5146	2970	
5151	12310	
5152	5790	
5154	1650	
5161	9590	
5165	4925	
5171	13525	
5172	2755	
5175	6135	
5176	550	
5211	12480	
5212	7235	
5213	7840	
5215	5135	
5216	6900	
5221	5815	
5222	125	
5223	11405	
5224	8540	
5231	10545	
5232	775	
5233	8340	
5234	90	
5235	7230	
5236	6560	
5237	9815	
5241	6255	
5242	4535	
5243	2610	
5244	3205	
5245	2840	
5246	6140	
5247	7985	
5248	1390	
5249	370	
5251	11520	
5252	2205	
5253	2150	
5254	2050	
5256	5450	
5258	9705	
5261	6925	
5262	13475	
5263	4595	
5264	115	
5266	745	
5268	4485	
5271	10535	
5272	1730	
5275	4165	
5281	6695	
5282	6510	
5283	12290	
5291	1300	
5292	250	
5293	530	
5294	180	
5296	2175	
5298	4850	
5301	10335	
5302	1695	
5305	1705	
5306	3055	
5307	1015	
5308	2100	
5311	2430	
5313	730	
5314	1675	
5315	630	
5316	340	
5317	1610	
5318	35	
5321	4885	
5324	3520	
5325	1035	
5327	830	
5328	2670	
5331	7305	
5333	265	
5334	1580	
5335	645	
5341	6455	
5342	6310	
5343	5275	
5344	7985	
5345	14225	
5346	7215	
5347	815	
5348	8930	
5349	325	
5351	9720	
5361	8735	
5363	1805	
5364	1100	
5366	1585	
5367	710	
5368	720	
5371	5385	
5373	2880	
5374	7030	
5375	1695	
5381	490	
5382	1505	
5383	400	
5384	12780	
5386	4640	
5388	6065	
5391	3415	
5392	925	
5394	1165	
5395	185	
5396	905	
5397	3025	
5398	1330	
5401	8395	
5402	7830	
5403	9400	
5404	3315	
5405	305	
5406	6350	
5408	3510	
5409	1980	
5411	6560	
5421	12580	
5422	3460	
5423	1875	
5424	1100	
5425	1540	
5427	8410	
5428	1710	
5431	11240	
5432	6395	
5433	405	
5434	1260	
5435	515	
5437	1695	
5438	1195	
5439	270	
5441	2270	
5443	2875	
5445	710	
5446	2860	
5447	1625	
5449	80	
5451	6060	
5453	2220	
5454	1470	
5455	1085	
5461	3995	
5462	2915	
5463	7040	
5464	6080	
5465	1740	
5466	1405	
5467	7845	
5469	6730	
5471	120	
5472	1165	
5473	7915	
5476	1615	
5481	9960	
5482	13580	
5491	10875	
5492	7055	
5501	4330	
5502	5005	
5503	5840	
5504	6275	
5505	3625	
5506	2900	
5507	2180	
5508	10780	
5509	3210	
5511	1295	
5512	2150	
5513	1875	
5521	9805	
5524	1365	
5525	1860	
5527	5305	
5528	2210	
5529	1050	
5531	10415	
5534	885	
5541	8465	
5551	8960	
5552	5970	
5553	1785	
5554	9085	
5555	3210	
5556	1240	
5561	2335	
5563	2080	
5571	10790	
5575	3005	
5581	6500	
5582	4860	
5583	5510	
5591	9700	
5595	4320	
5611	11040	
5612	10055	
5613	6010	
5614	3785	
5615	7375	
5616	12200	
5617	690	
5621	4135	
5622	7905	
5623	10780	
5624	5695	
5625	9965	
5626	4130	
5627	12490	
5628	10235	
5629	9275	
5631	5625	
5632	13265	
5633	135	
5641	7820	
5642	7395	
5643	7490	
5644	8425	
5645	3880	
5646	2380	
5647	55	
5651	2710	
5652	7260	
5653	6685	
5654	9775	
5655	4280	
5656	0	
5657	190	
5658	10070	
5661	1300	
5662	3305	
5663	6185	
5664	4530	
5665	5340	
5666	3785	
5667	4295	
5671	5060	
5672	7070	
5673	6280	
5674	4215	
5681	830	
5682	3580	
5683	6240	
5684	10560	
5685	7525	
5688	12045	
5689	295	
5691	10775	
5692	765	
5694	4805	
5701	14400	
5702	11830	
5703	5510	
5704	9160	
5705	1845	
5706	14145	
5707	9695	
5708	9665	
5709	13380	
5711	7925	
5712	8595	
5715	2175	
5721	13195	
5724	1005	
5725	2360	
5731	10140	
5735	5615	
5737	4215	
5738	1920	
5741	10165	
5751	12200	
5752	1780	
5753	3960	
5754	6410	
5756	1385	
5757	3315	
5758	1825	
5759	880	
5761	5675	
5763	2080	
5764	1195	
5766	550	
5768	6155	
5801	10130	
5802	7490	
5803	8360	
5804	2370	
5807	2330	
5808	1220	
5809	2255	
5811	770	
5812	460	
5813	2255	
5814	535	
5815	1085	
5816	245	
5817	225	
5821	2635	
5823	870	
5824	515	
5825	3890	
